group	score_KO_HM_1	score_KO_HM_123	score_KO_HM_2	score_KO_HM_3	score_KO_Hpool_123	score_KO_LM_123	score_KO_Lpool_123	score_cDNA_HM_1	score_cDNA_HM_123	score_cDNA_HM_2	score_cDNA_HM_3	score_cDNA_Hpool_123	score_cDNA_LM_123	score_cDNA_Lpool_123	lfc_KO_HM_1	lfc_KO_HM_123	lfc_KO_HM_2	lfc_KO_HM_3	lfc_KO_Hpool_123	lfc_KO_LM_123	lfc_KO_Lpool_123	lfc_cDNA_HM_1	lfc_cDNA_HM_123	lfc_cDNA_HM_2	lfc_cDNA_HM_3	lfc_cDNA_Hpool_123	lfc_cDNA_LM_123	lfc_cDNA_Lpool_123	p_KO_HM_1	p_KO_HM_123	p_KO_HM_2	p_KO_HM_3	p_KO_Hpool_123	p_KO_LM_123	p_KO_Lpool_123	p_cDNA_HM_1	p_cDNA_HM_123	p_cDNA_HM_2	p_cDNA_HM_3	p_cDNA_Hpool_123	p_cDNA_LM_123	p_cDNA_Lpool_123	logP_KO_HM_1	logP_KO_HM_123	logP_KO_HM_2	logP_KO_HM_3	logP_KO_Hpool_123	logP_KO_LM_123	logP_KO_Lpool_123	logP_cDNA_HM_1	logP_cDNA_HM_123	logP_cDNA_HM_2	logP_cDNA_HM_3	logP_cDNA_Hpool_123	logP_cDNA_LM_123	logP_cDNA_Lpool_123	fdr_KO_HM_1	fdr_KO_HM_123	fdr_KO_HM_2	fdr_KO_HM_3	fdr_KO_Hpool_123	fdr_KO_LM_123	fdr_KO_Lpool_123	fdr_cDNA_HM_1	fdr_cDNA_HM_123	fdr_cDNA_HM_2	fdr_cDNA_HM_3	fdr_cDNA_Hpool_123	fdr_cDNA_LM_123	fdr_cDNA_Lpool_123	guides_good_KO_HM_1	guides_good_KO_HM_123	guides_good_KO_HM_2	guides_good_KO_HM_3	guides_good_KO_Hpool_123	guides_good_KO_LM_123	guides_good_KO_Lpool_123	guides_good_cDNA_HM_1	guides_good_cDNA_HM_123	guides_good_cDNA_HM_2	guides_good_cDNA_HM_3	guides_good_cDNA_Hpool_123	guides_good_cDNA_LM_123	guides_good_cDNA_Lpool_123	guides_KO_HM_1	guides_KO_HM_123	guides_KO_HM_2	guides_KO_HM_3	guides_KO_Hpool_123	guides_KO_LM_123	guides_KO_Lpool_123	guides_cDNA_HM_1	guides_cDNA_HM_123	guides_cDNA_HM_2	guides_cDNA_HM_3	guides_cDNA_Hpool_123	guides_cDNA_LM_123	guides_cDNA_Lpool_123
KLHDC2	0.32002	0.98391	0.98137	0.73399	0.31934	0.62258	0.49876	0.17684	0.11994	0.13723	0.30326	0.45245	0.0075601	0.0095245	-0.007004999999999997	-0.21555400000000002	-0.6426000000000001	0.1064399	0.0795375	0.142221	0.46188	0.328305	0.19412000000000001	0.52284	-0.250715	0.11966800000000001	0.88772	0.7986899999999999	0.5483	0.98458	0.98215	0.84668	0.48613	0.77573	0.64254	0.38812	0.28909	0.3227	0.53939	0.60658	0.031746	0.03598	0.2609817541165191	0.006748990397365025	0.00782217901811907	0.07228069887039687	0.3132475769661247	0.11028941265208879	0.19209983104951953	0.4110339772913164	0.5389669308818577	0.49120103459609504	0.2680971093942079	0.21711191323542942	1.4983109880842995	1.4439388409904674	0.998643	0.999874	0.999582	0.998991	0.999996	0.999973	0.999996	0.999406	0.99906	0.996673	0.999828	0.999996	0.769252	0.819958	3	0	0	2	2	1	2	3	3	3	1	2	4	3	6	6	6	6	6	6	6	6	6	6	6	6	6	6
KLHDC3	0.42336	0.51594	0.5723	0.88445	0.32222	0.285	0.23871	0.42747	0.63089	0.64464	0.32294	0.15418	0.37755	0.071678	0.021331000000000003	-0.039884	0.133467	-0.5473750000000001	0.0846445	0.331185	0.47929	-0.668315	2.3000000000000798e-4	-0.022070000000000006	0.374465	0.33776	0.30219	0.6373	0.64682	0.68202	0.73607	0.91415	0.48838	0.50756	0.42432	0.65288	0.77908	0.79668	0.55749	0.30953	0.59788	0.18081	0.1892165599540245	0.16620288962170077	0.13308088244491484	0.03898253640255599	0.3112421294681189	0.2945126112892701	0.3723064976113397	0.1851666351521247	0.10841794441387169	0.09871608530545475	0.25376291838521814	0.5092972522882834	0.2233859741512074	0.7427775538124259	0.998643	0.999874	0.999582	0.998991	0.999996	0.999973	0.999996	0.999406	0.99906	0.996673	0.999828	0.999996	0.999996	0.935274	2	1	1	1	1	2	2	3	1	2	3	3	3	3	6	6	6	6	6	6	6	6	6	6	6	6	6	6
KLHL1	0.11724	0.013984	0.074899	0.18055	0.020099	0.66596	0.35887	0.68268	0.41496	0.58302	0.22187	0.15847	0.092824	0.032075	0.085003	-0.090274	0.26961	-0.11263500000000001	-0.054026500000000005	0.0971716	0.160476	0.112758	0.158394	0.106152	0.5090250000000001	0.46178	-0.30862999999999996	-0.022300000000000014	0.28648	0.052295	0.20184	0.39238	0.064505	0.8016	0.52188	0.82008	0.63641	0.7648	0.45699	0.31547	0.23858	0.094745	0.5429056919961535	1.2815398326664735	0.6949927624904818	0.40629313715090287	1.1904066204306505	0.09604229147682951	0.2824293462870392	0.08614377948963116	0.19626300484145512	0.11645212073195632	0.34009330319565423	0.501041934213615	0.622365965752408	1.023443699879218	0.998643	0.807042	0.999582	0.998991	0.901682	0.999973	0.999996	0.999406	0.99906	0.996673	0.999828	0.999996	0.907978	0.898248	4	3	4	3	4	2	1	2	2	2	4	2	3	3	6	6	6	6	6	6	6	6	6	6	6	6	6	6
KLHL10	0.035258	0.20768	0.16393	0.47203	0.019372	0.029961	0.023881	0.95806	0.88856	0.71633	0.29703	0.87349	0.067288	0.046484	-0.03529499999999999	0.106379	0.004367999999999997	0.05824	-0.20792650000000001	-0.6215949999999999	-0.9034499999999999	-0.709765	-0.80573	-0.56929	0.27417499999999995	-0.8001400000000001	0.117774	0.099488	0.12008	0.39925	0.32965	0.65104	0.062677	0.10329	0.074421	0.9595	0.9117	0.83779	0.50912	0.87429	0.18966	0.13016	0.920529320764786	0.39875507518947945	0.4819469199202785	0.18639232749079	1.202891798971573	0.985941722575664	1.1283044986310116	0.01795502092850965	0.04014804520039472	0.07686482775462503	0.2931798420335125	0.05834448897939436	0.7220242537767767	0.8855224600711976	0.897946	0.999874	0.999582	0.998991	0.895878	0.971472	0.931306	0.999406	0.99906	0.996673	0.999828	0.999996	0.878449	0.933821	3	3	2	1	3	4	4	1	1	2	2	1	2	2	6	6	5	5	6	6	6	6	6	6	5	6	6	6
KLHL11	0.20204	0.16787	0.087456	0.37316	0.26386	0.15127	0.31303	0.65147	0.12102	0.081463	0.99105	0.81076	0.87987	0.71078	-0.969895	-1.2210839999999998	0.092831	-1.5060250000000002	-1.2034164999999999	-0.303945	-0.2761	-0.271435	0.33024	0.64222	-1.044815	-0.018100000000000005	0.136463	-0.21686	0.4273	0.35015	0.22653	0.59742	0.44006	0.34372	0.48441	0.78299	0.29101	0.22409	0.99105	0.82604	0.90643	0.7581	0.3692671071828035	0.45574586931598965	0.6448742750123124	0.22372024248809003	0.35648810557650246	0.46379519687956056	0.3147869000046427	0.10624378452258279	0.5360920870615165	0.6495775233922899	0.0039044341360008625	0.08299892197905422	0.04266572911680408	0.1202735033604228	0.998643	0.999874	0.999582	0.998991	0.999996	0.999973	0.999996	0.999406	0.99906	0.996673	0.999828	0.999996	0.999996	0.999996	3	1	3	2	1	2	2	1	1	2	0	1	1	1	6	6	6	6	6	6	6	5	6	6	6	6	6	6
KLHL12	0.79104	0.65082	0.9554	0.82885	0.89231	0.55393	0.36545	0.16613	0.31499	0.50701	0.92576	0.18859	3.7284e-5	4.0452e-6	-0.638665	-0.255454	-0.31184999999999996	0.041306999999999996	-0.1659665	-0.081255	0.031451999999999994	-0.13659500000000002	0.04946300000000001	0.166828	0.07047399999999998	0.28529000000000004	0.99858	1.22516	0.88448	0.77853000000000006	0.95603	0.89487	0.89238	0.73695	0.52721	0.37114	0.53675	0.72369000000000006	0.93933	0.35777	1.4079e-4	1.1433e-5	0.05331198297793321	0.10872464760013027	0.019528479449805704	0.04824005114595026	0.04945017167705167	0.13256197680949697	0.2780163607364465	0.4304622365886685	0.27022794689171376	0.1404474284445896	0.02718180709342374	0.44639607903050627	3.8514281910678427	4.94183979650817	0.998643	0.999874	0.999582	0.998991	0.999996	0.999973	0.999996	0.999406	0.99906	0.996673	0.999828	0.999996	0.091584	0.007426	1	1	0	1	0	2	1	3	3	2	1	3	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6
KLHL13	0.35376	0.6745	0.67089	0.22345	0.82022	0.88883	0.82776	0.56317	0.082652	0.031888	0.33355	0.078965	0.035519	0.080652	0.184378	-0.016162999999999997	-0.036256000000000004	-0.03615499999999999	0.1331055	-0.22603499999999999	-0.05594000000000002	-0.280995	0.039291000000000006	0.46135	-0.196855	0.214086	0.166572	0.33155999999999997	0.58035	0.79692	0.79895	0.44928	0.82603	0.91323	0.83316	0.75753	0.22003	0.10917	0.56737	0.19967	0.11981	0.19477	0.2363100112230738	0.09858527371353111	0.09748039891324004	0.34748291388630753	0.0830041795587198	0.039419830186124154	0.07927158869582186	0.12060016338477658	0.6575181012404836	0.9618966896941021	0.24613363149206005	0.6996871820656302	0.921506931833427	0.710477935741834	0.998643	0.999874	0.999582	0.998991	0.999996	0.999973	0.999996	0.999406	0.989288	0.962704	0.999828	0.991768	0.809496	0.935274	3	1	2	3	1	1	1	2	3	5	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	6	6	6
KLHL14	0.1268	0.18712	0.64099	0.23352	0.097216	0.94814	0.89566	0.2233	0.0088714	0.012869	0.45599	0.0023458	0.022851	0.038791	0.179135	-0.166994	-0.24854	-0.323235	-0.0955965	-0.157725	-0.06540000000000001	-0.560465	0.83555	1.14284	-0.500645	0.80118	0.42291	0.38016	0.30282	0.37355	0.77936	0.46008	0.21906	0.94974	0.89593	0.45911	0.03632	0.051181	0.67952	0.010278	0.081464	0.11167	0.5188154448826705	0.42765125925484015	0.10826188777230526	0.33716664541033137	0.659436916666629	0.02239527052152612	0.0477259209197041	0.3380832476445188	1.4398541601509525	1.2908912329029336	0.16779775635339575	1.9880913866508458	1.089034269240471	0.9520634838619209	0.998643	0.999874	0.999582	0.998991	0.999996	0.999973	0.999996	0.999406	0.668651	0.764548	0.999828	0.355547	0.779319	0.933821	2	2	1	3	3	1	0	3	5	5	3	5	5	4	6	6	6	6	6	6	6	6	6	6	6	6	6	6
KLHL15	0.84418	0.6294	0.59412	0.67216	0.46244	0.14744	0.11988	0.29123	0.15885	0.51607	0.80625	0.55447	0.79552	0.67067	-0.07952500000000001	-0.06764400000000001	-0.010712000000000006	0.096292	0.014662500000000002	0.18310300000000002	0.29146	-0.10917500000000002	-0.020939999999999986	-4.899999999999904e-4	-0.186315	0.17233500000000002	-0.23664	-0.05381	0.90267	0.7625	0.7496	0.80788	0.60873	0.3371	0.25537	0.52563	0.357	0.73149	0.89555	0.6935	0.8769	0.73849	0.044470990963276454	0.11776015198117658	0.12517042212027812	0.09265314319591186	0.21557529441357243	0.47224124747902807	0.5928301235162947	0.27931985565785744	0.4473317838878068	0.13579160661933273	0.0479101617770939	0.15895353459069633	0.05704992992290113	0.13165538115666695	0.998643	0.999874	0.999582	0.998991	0.999996	0.999973	0.999996	0.999406	0.99906	0.996673	0.999828	0.999996	0.999996	0.999996	1	2	2	2	2	4	1	3	4	2	2	2	1	1	6	6	6	6	6	6	6	6	6	6	6	6	6	6
KLHL17	0.33822	0.11814	0.12698	0.54947	0.56866	0.891	0.97709	0.97788	0.41987	0.66466	0.41037	0.59522	0.98425	0.95873	0.137488	0.403236	0.44905	-1.4561250000000001	0.12832749999999998	-0.398225	-0.6504099999999999	-1.7287949999999999	-0.84461	-0.8758600000000001	0.228456	-1.10957	-0.8874	-1.17704	0.56557	0.28233	0.3004	0.73939	0.69323	0.91439	0.9772	0.9779	0.64101	0.80772	0.62314	0.72483	0.98488	0.95945	0.24751363524368997	0.54924297186293	0.5223000716678692	0.13112642740936498	0.15912265116219274	0.03886853214095348	0.010016541698600901	0.009705553871561268	0.19313519526910294	0.09273916339562926	0.20541437003923943	0.13976383993826866	0.0066166816979462365	0.017977652809590527	0.998643	0.999874	0.999582	0.998991	0.999996	0.999973	0.999996	0.999406	0.99906	0.996673	0.999828	0.999996	0.999996	0.999996	2	4	3	2	1	1	0	0	2	2	2	1	0	0	6	6	6	6	6	6	6	6	6	6	5	6	6	6
KLHL18	0.9065	0.94213	0.38338	0.98952	0.97551	0.30005	0.17638	5.2486e-4	0.0017425	0.30021	0.19169	0.0010129	0.1312	0.81373	-0.38982500000000003	-0.679674	-0.22393	-1.0498249999999998	-0.6447765000000001	0.0991091	0.160684	1.505105	1.1036	0.081098	0.349265	0.7456799999999999	0.58951	0.21669899999999997	0.92615	0.94296	0.60218	0.98949	0.9755	0.52294	0.33904	0.002548	0.0086719	0.53237	0.41178	0.0049276	0.30845	0.82224	0.03331866893728882	0.025506729476587855	0.22027367265899048	0.004588590509393253	0.010772726269463111	0.28154813744961354	0.46974906063328065	2.593800576336687	2.0618857388428875	0.2737864257772822	0.385334750725685	2.307364553449836	0.5108152254200019	0.08500139965890231	0.998643	0.999874	0.999582	0.998991	0.999996	0.999973	0.999996	0.219472	0.331829	0.996673	0.999828	0.255712	0.956052	0.999996	1	0	2	0	0	2	3	5	4	3	3	2	4	1	6	6	6	6	6	6	6	6	6	6	6	6	6	6
KLHL2	0.47843	0.95621	0.64798	0.28301	0.86823	0.73197	0.55198	0.54209	0.2485	0.48705	0.84379	0.77426	0.0043929	0.0042369	-0.498315	-1.084784	-0.15075000000000002	-1.290825	-0.9381565000000001	0.502675	0.65883	-0.297345	0.57095	0.81626	-0.067165	-0.09608999999999998	1.0206	0.34153999999999995	0.69807	0.95695	0.78383	0.50932	0.86863	0.84416	0.69105	0.74726	0.46938	0.70571	0.87793	0.80368	0.020483	0.01713	0.1561010256727572	0.019110753227728254	0.10577811852425495	0.29300926959429724	0.06116517542340386	0.07357523046974752	0.16049052869163907	0.12652826442416543	0.3284754193703314	0.15137372851450032	0.05654011031903094	0.09491683918452594	1.6886064349994787	1.7662426370344895	0.998643	0.999874	0.999582	0.998991	0.999996	0.999973	0.999996	0.999406	0.99906	0.996673	0.999828	0.999996	0.685081	0.74913	2	0	2	2	0	2	2	2	2	2	1	1	4	3	6	6	6	6	6	6	6	6	6	6	5	6	6	6
KLHL20	0.25042	0.019724	0.32201	0.017588	0.014898	0.46903	0.30654	0.071735	0.69842	0.66854	0.37643	0.5524	0.13401	0.09152	-0.376625	-0.049463999999999994	-0.8552000000000001	0.883545	0.1038915	-0.8296250000000001	-0.6478600000000001	0.728285	-0.13352	-0.45536	-0.41625500000000004	-0.29858	-0.22827	-0.38766000000000006	0.47974	0.071074	0.53906	0.066441	0.050727	0.6887	0.47923	0.20773	0.82118	0.80993	0.60647	0.69165	0.31345	0.21141	0.31899406920339707	1.1482892420495796	0.26836289303461985	1.177563839628024	1.2947608211434922	0.1619699170146799	0.31945600275012376	0.6825007788928683	0.0855616364999485	0.09155251436507329	0.21719067733112263	0.1601136187249112	0.5038317258250223	0.6748744737830693	0.998643	0.849805	0.999582	0.802371	0.845456	0.999973	0.999996	0.999406	0.99906	0.996673	0.999828	0.999996	0.956052	0.935274	3	3	3	4	3	2	2	4	1	2	2	2	3	2	6	6	6	6	6	6	6	6	6	6	6	6	6	6
KLHL21	0.17334	0.99395	0.45048	0.98828	0.93269	0.39206	0.44474	0.076621	0.60266	0.26748	0.57111	0.7384	0.093688	0.14735	-0.322795	-0.47233400000000003	-0.13202	-0.562515	-0.2582165	0.190089	0.43237	0.407215	-0.39525	-0.17802	-1.242615	-0.29139	0.18815300000000001	0.26865	0.38144	0.9941	0.66369	0.98821	0.93351	0.61441	0.59473	0.21649	0.76249	0.50149	0.76444	0.78435	0.24039	0.29546	0.4185737662758764	0.0025699262025288046	0.17803472594321715	0.005150755665337928	0.029881025415430414	0.21154172443898508	0.22568015380634818	0.6645621595652166	0.11776584768386193	0.29973772263981263	0.11665659617907166	0.10549009911466316	0.6190836025393023	0.5295013065090785	0.998643	0.999874	0.999582	0.998991	0.999996	0.999973	0.999996	0.999406	0.99906	0.996673	0.999828	0.999996	0.907978	0.987599	1	0	1	0	0	3	2	2	1	1	1	1	2	2	6	6	6	6	6	6	6	6	6	6	6	6	6	6
KLHL22	0.38156	0.69889	0.93528	0.69572	0.56824	0.39305	0.18253	0.11787	0.3042	0.31339	0.13827	0.071146	0.6407	0.33947	-0.5512649999999999	-0.331254	-0.5563	-0.23051500000000003	-0.21071649999999997	0.22936499999999999	0.37804	-0.22690500000000002	0.075068	-0.17522	-0.600225	0.47724	0.087844	0.47623	0.59318	0.76737	0.93551	0.81239	0.64256	0.59041	0.32604	0.28393	0.5262	0.52776	0.32499	0.16403	0.78389	0.48239	0.2268135003207723	0.11499518336174742	0.02895156581056958	0.09023543112093393	0.19208631320711228	0.22884629531096376	0.4867291155344844	0.5467887175617774	0.27884915625031587	0.2775635289276036	0.4881300021338485	0.7850767151051026	0.10574487576543719	0.3166017037489864	0.998643	0.999874	0.999582	0.998991	0.999996	0.999973	0.999996	0.999406	0.99906	0.996673	0.999828	0.960288	0.999996	0.999996	2	1	0	1	1	2	2	3	3	3	4	3	2	2	5	5	5	5	5	5	5	5	6	5	6	5	6	5
KLHL24	0.11093	0.091671	0.19343	0.1991	0.21177	0.15658	0.1916	0.26023	0.36808	0.10938	0.49487	0.32377	0.10248	0.060186	0.620555	0.5524359999999999	0.27546	0.185687	0.3858535	-0.10023499999999999	-0.23822	0.406965	0.28503	-0.17332999999999998	-0.143625	0.36885	0.30791	0.38148	0.27545	0.23087	0.39939	0.42268	0.38878	0.35282	0.36078	0.4962	0.58928	0.27439	0.7135	0.50418	0.25685	0.16186	0.5599572232906599	0.6366324970565137	0.398602813274	0.3739883012486496	0.41029608457150435	0.45244680436944495	0.44275754577085724	0.3043432400638097	0.22967829848916224	0.5616317203120652	0.14660602254933422	0.29741438607312576	0.590320429939644	0.7908604639434667	0.998643	0.999874	0.999582	0.998991	0.999996	0.999973	0.999996	0.999406	0.99906	0.996673	0.999828	0.999996	0.90974	0.935274	4	4	3	4	3	4	3	3	3	3	3	2	4	2	6	6	6	6	6	6	6	6	6	6	6	6	6	6
KLHL25	0.16327	0.56105	0.41414	0.67151	0.82437	0.52439	0.62828	0.22949	0.27167	0.3287	0.30985	0.72914	0.39984	0.87889	0.311825	-0.038223999999999994	-0.27053	-0.012785000000000005	-0.0559765	0.100456	0.11086249999999999	0.129962	0.056017000000000004	-0.12924000000000002	0.032714999999999994	0.05468600000000001	0.26332	0.25667	0.36524	0.71343	0.63438	0.80752	0.82933	0.72012	0.7218	0.46668	0.49311	0.55909	0.54549	0.77947	0.6206	0.879	0.43742166589132964	0.1466486323672757	0.19765051740948783	0.09284671261038935	0.0812726242609886	0.14259512718627868	0.14158312227651162	0.3309808108049154	0.30705619012596536	0.2525182755532717	0.263213206550665	0.10820059514502887	0.20718822875185305	0.056011124926228104	0.998643	0.999874	0.999582	0.998991	0.999996	0.999973	0.999996	0.999406	0.99906	0.996673	0.999828	0.999996	0.999996	0.999996	3	2	3	2	1	2	1	2	1	3	2	1	3	0	6	6	6	6	6	6	6	6	6	6	6	6	6	6
KLHL26	0.75806	0.6992	0.86128	0.45643	0.77176	0.32852	0.83464	0.72814	0.64658	0.37165	0.34135	0.57605	0.027023	0.0071557	-0.43848499999999996	-0.256534	-0.1814	-0.287105	-0.1178865	0.13547	0.29847999999999997	-0.260365	-0.1494	0.2751	0.031084999999999988	0.014560000000000003	0.6316	0.7849200000000001	0.86304	0.8141	0.89266	0.67721	0.79083	0.55174	0.83873	0.84642	0.78861	0.599	0.57441	0.71245	0.094333	0.028152	0.0639690752272028	0.08932224525729474	0.0493139254798457	0.16927663752005173	0.101916864159414	0.2582655294561589	0.07637782270157717	0.07241408327318756	0.10313772013968696	0.22257317761068865	0.24077800799448992	0.1472456091946114	1.0253363538075602	1.5504907461728648	0.998643	0.999874	0.999582	0.998991	0.999996	0.999973	0.999996	0.999406	0.99906	0.996673	0.999828	0.999996	0.779319	0.780865	2	1	1	2	1	3	1	2	2	3	2	2	3	4	6	6	6	6	6	6	6	6	6	6	6	6	6	6
KLHL28	0.24798	0.30739	0.64499	0.16834	0.19238	0.73423	0.82959	0.063395	0.54789	0.28505	0.95112	0.25837	0.992	0.92909	0.206113	0.18037599999999998	0.007272999999999995	-0.0020050000000000068	0.2301935	-0.201955	-0.12430000000000002	0.34170500000000004	-0.59155	-0.34431	-1.624915	-0.44791	-1.0691	-0.9304400000000002	0.4776	0.51638	0.7819	0.37303	0.36148	0.84569	0.83453	0.19195	0.73137	0.51862	0.95451	0.45265	0.99211	0.92955	0.3209356818786873	0.28703058681197524	0.10684878687013409	0.4282562397448314	0.44191572639136045	0.07278880476464848	0.07855804652185665	0.7168118835465762	0.1358628579187671	0.2851507391629745	0.020219517325768224	0.3442374752934863	0.0034401728614118876	0.03172724479463995	0.998643	0.999874	0.999582	0.998991	0.999996	0.999973	0.999996	0.999406	0.99906	0.996673	0.999828	0.999996	0.999996	0.999996	3	3	2	3	3	2	1	3	2	3	1	2	0	0	6	6	6	6	6	6	6	6	6	6	6	6	6	6
KLHL29	0.13647	0.057486	0.10367	0.21734	0.17018	0.047703	0.019492	0.11856	0.039199	0.30342	0.11009	0.031874	0.3838	0.73219	0.159357	-0.012484999999999996	0.21958	-0.076465	-0.0120445	0.450355	0.47835	0.358045	0.66039	0.208505	0.514475	0.41895	0.127895	-0.12381999999999999	0.31939	0.16022	0.25712	0.44277	0.32958	0.15258	0.063469	0.29116	0.13	0.5355	0.27741	0.095386	0.60422	0.76957	0.49567868560770006	0.7952832725995164	0.5898641405807307	0.35382181253548556	0.48203915059499747	0.8165023894406475	1.1974383442558119	0.5358682892920434	0.8860566476931632	0.2712405248321256	0.5568778876515535	1.0205153629156207	0.2188049034488974	0.1137518706589182	0.998643	0.999874	0.999582	0.998991	0.999996	0.999973	0.909986	0.999406	0.957677	0.996673	0.999828	0.930438	0.999996	0.999996	4	4	3	2	2	4	4	3	4	3	3	2	2	1	6	6	6	6	6	6	6	6	6	6	6	6	6	6
KLHL3	0.50871	0.39231	0.38305	0.65147	0.44371	0.20887	0.21099	0.38768	0.41525	0.83713	0.91847	0.4689	0.77044	0.18137	0.014723	0.046062	-0.47208	-0.593965	0.09071950000000001	0.218775	0.29086999999999996	0.360345	0.148255	-0.94916	-0.174875	0.033670000000000005	0.05103100000000001	-0.0758	0.72218	0.59918	0.60183	0.79569	0.59236	0.42881	0.38795	0.60499	0.63664	0.90413	0.93575	0.62021	0.86957	0.34474	0.14135454306221093	0.2224426913609921	0.220526167360775	0.09925609999108755	0.2274142755488553	0.3677350952971447	0.4112242437958957	0.21825180382804601	0.19610607819768694	0.04376912016231794	0.028840164213540517	0.20746123566430516	0.06069545174052992	0.46250832270920367	0.998643	0.999874	0.999582	0.998991	0.999996	0.999973	0.999996	0.999406	0.99906	0.996673	0.999828	0.999996	0.999996	0.995753	2	2	2	1	1	3	2	2	1	1	1	2	2	3	6	6	6	6	6	6	6	5	6	6	6	6	6	6
KLHL30	0.1829	0.10801	0.32362	0.038916	0.016206	0.26938	0.081947	0.46249	0.68175	0.030239	0.98911	0.82577	0.045278	0.22071	0.037055000000000005	0.028374000000000003	-0.70231	-0.03517500000000001	0.2173135	-1.4720550000000001	-1.24105	-0.708225	-0.4575	1.18404	-1.581315	-0.5649599999999999	0.160855	0.040319999999999995	0.39642	0.26299	0.52668	0.13032	0.054193	0.49209	0.19706	0.6847	0.8105	0.094441	0.98904	0.83617	0.14509	0.40072	0.4018444428080385	0.5800607649223586	0.27845317310740186	0.884988928699547	1.2660568067771878	0.3079554603854402	0.7054015215462913	0.16449967213268124	0.09124698081546626	1.0248394229890898	0.0047861437638057	0.07770541806780659	0.8383625192954097	0.39715898131854205	0.998643	0.999874	0.999582	0.947112	0.862877	0.999973	0.999996	0.999406	0.99906	0.920386	0.999828	0.999996	0.850303	0.995753	3	3	1	3	3	3	3	3	2	4	0	1	2	2	6	6	5	6	6	6	6	6	6	5	6	6	6	6
KLHL31	0.060399	0.11416	0.23758	0.11036	0.37398	0.079183	0.04471	0.37615	0.13468	0.33864	0.046382	0.24076	0.56227	0.91289	0.455885	0.347516	0.35362000000000005	0.06758600000000001	-0.47639649999999995	0.359895	-0.45239	-0.753075	-0.07338	-0.68704	1.412085	-0.8067599999999999	0.160505	-0.25903	0.16475	0.24716	0.42904	0.26484	0.53168	0.20622	0.12613	0.59797	0.29443	0.55736	0.13423	0.42872	0.71116	0.91292	0.7831745767339525	0.6070218134574593	0.36750221604498834	0.5770164207907201	0.27434967606536415	0.6856692174791311	0.8991816042684635	0.2233206039067033	0.5310179410374296	0.2538642024734871	0.8721504098123619	0.36782625596444457	0.1480326787361198	0.039567278414016985	0.951349	0.999874	0.999582	0.998991	0.999996	0.999973	0.983214	0.999406	0.99906	0.996673	0.999828	0.999996	0.999996	0.999996	4	3	3	3	2	4	4	2	2	2	4	1	2	0	5	5	5	5	6	5	6	5	5	5	5	6	5	6
KLHL32	0.068867	0.13812	0.32981	0.49667	0.23251	0.082711	0.2349	0.44283	0.03543	0.14111	0.21467	0.062629	0.047551	0.088574	0.6551750000000001	0.213006	-0.18762	0.1067284	0.004861500000000005	-0.18405500000000002	-0.3662	-0.0014349999999999918	0.034427	-0.047380000000000005	-0.029195000000000026	-0.0338	0.58734	0.51068	0.19879	0.3128	0.54726	0.71098	0.41492	0.22156	0.42109	0.66691	0.11955	0.32941	0.44631	0.16783	0.1496	0.20711	0.701605466287054	0.5047332556121896	0.2618062938895149	0.14814261588317995	0.38203563077648417	0.654508643525354	0.3756250720358891	0.17593277049219017	0.9224504195482064	0.4822632209558871	0.3503633822695652	0.7751304054267429	0.8250684064715574	0.6837989313336309	0.998643	0.999874	0.999582	0.998991	0.999996	0.999973	0.999996	0.999406	0.957677	0.996673	0.999828	0.960288	0.850802	0.935274	3	2	1	1	1	3	2	3	5	4	3	4	4	2	6	6	6	6	6	6	6	6	6	6	6	6	6	6
KLHL33	0.035425	0.051545	0.23884	0.48871	0.0083695	0.0035724	0.0022863	0.051855	0.12369	0.44939	0.45199	0.35076	0.30334	0.28502	0.659505	0.31191599999999997	0.16983	-0.100275	0.4139035	0.6164050000000001	0.74516	-0.257145	0.09130400000000001	0.04504	0.03232499999999999	-0.0368	0.32588	0.193592	0.12056	0.1475	0.44965	0.70691	0.032807	0.017144	0.0094783	0.16592	0.29603	0.6719	0.67605	0.5245	0.52404	0.4604	0.9187967606934246	0.8312079796858183	0.3471254022505215	0.15063587473408782	1.484033481379093	1.7658878419662278	2.023269549457819	0.7801012609550342	0.5286642748388427	0.17269535891026502	0.1700211828733412	0.28025450747042335	0.2806355620310351	0.3368646850422458	0.897946	0.999874	0.999582	0.998991	0.717574	0.676907	0.465877	0.968911	0.99906	0.996673	0.999828	0.999996	0.999996	0.999996	4	4	3	2	5	3	3	3	4	3	3	2	2	1	6	6	6	6	6	6	6	6	6	6	6	6	6	6
