UNIPROT_ID,Protein_name,Gene,MUT_dTAG_1h,MUT_dTAG_1h-LogP,MUT_dTAG_6h,MUT_dTAG_6h-LogP,MUT_dTAG_24h,MUT_dTAG_24h-LogP,MUT_dTAG_48h,MUT_dTAG_48h-LogP,WT_DMSO_24h,WT_DMSO_24h-LogP,Fasta_headers
Q6P1K8;Q13888,T2H2L_HUMAN;TF2H2_HUMAN,GTF2H2C;GTF2H2,-0.2913448015848796,1.3889415989062284,0.0972301165262858,0.359559436701781,-0.1811132431030273,0.6734478615393137,-0.2421065966288248,1.1502119825014352,-0.031129519144694,0.0895071110848313,sp|Q6P1K8|T2H2L_HUMAN General transcription factor IIH subunit 2-like protein OS=Homo sapiens OX=9606 GN=GTF2H2C PE=1 SV=1;sp|Q13888|TF2H2_HUMAN General transcription factor IIH subunit 2 OS=Homo sapiens OX=9606 GN=GTF2H2 PE=1 SV=1
Q96JN8,NEUL4_HUMAN,NEURL4,0.4825959205627441,0.9643424491138994,0.0928708712259926,0.3653871779920623,0.0899127324422197,0.1704682074821973,0.0254851977030434,0.1092234118411156,-0.0223754247029623,0.0625085867260789,sp|Q96JN8|NEUL4_HUMAN Neuralized-like protein 4 OS=Homo sapiens OX=9606 GN=NEURL4 PE=1 SV=2
Q01860;Q06416,PO5F1_HUMAN;P5F1B_HUMAN,POU5F1;POU5F1B,-0.1066695849100748,1.4557021874143978,-0.1665031115214029,2.10168548688907,-0.2109346389770507,2.178760257018132,-0.259091854095459,4.071342638978812,-0.0658372243245442,1.3753581068095542,"sp|Q01860|PO5F1_HUMAN POU domain, class 5, transcription factor 1 OS=Homo sapiens OX=9606 GN=POU5F1 PE=1 SV=1;sp|Q06416|P5F1B_HUMAN Putative POU domain, class 5, transcription factor 1B OS=Homo sapiens OX=9606 GN=POU5F1B PE=5 SV=2"
Q13889,TF2H3_HUMAN,GTF2H3,-0.1049987475077311,1.4613314769776469,-0.0803434054056803,0.9707997313341412,0.0711825688680013,0.8697747878652358,-0.2445689837137858,2.1433284367123084,-0.0192852020263671,0.2258867281135632,sp|Q13889|TF2H3_HUMAN General transcription factor IIH subunit 3 OS=Homo sapiens OX=9606 GN=GTF2H3 PE=1 SV=2
Q15649,ZNHI3_HUMAN,ZNHIT3,-0.3733410835266113,1.1800825852099863,0.3151958783467607,1.3688248808034833,-0.1250346501668295,0.4521294081391497,-0.6778753598531089,2.139679553135298,-0.0863819122314453,0.233174415522886,sp|Q15649|ZNHI3_HUMAN Zinc finger HIT domain-containing protein 3 OS=Homo sapiens OX=9606 GN=ZNHIT3 PE=1 SV=2
O14880,MGST3_HUMAN,MGST3,0.0849448839823403,0.3732607546218242,0.0780615806579589,0.471893546370681,-0.0136499404907226,0.0323917595096858,0.3144901593526203,1.2328606733592151,0.1029472351074218,0.6359213111400429,"sp|O14880|MGST3_HUMAN Glutathione S-transferase 3, mitochondrial OS=Homo sapiens OX=9606 GN=MGST3 PE=1 SV=1"
P11474,ERR1_HUMAN,ESRRA,-0.178875764211019,1.2027577818075346,-0.4123126665751142,1.2952681331017564,-0.1497316360473632,1.3086876971447263,-0.228563149770101,1.5187119214566929,-0.0087855656941733,0.0476698748907234,sp|P11474|ERR1_HUMAN Steroid hormone receptor ERR1 OS=Homo sapiens OX=9606 GN=ESRRA PE=1 SV=3
Q96B96,LDAF1_HUMAN,LDAF1,0.407696564992269,1.58564668768326,0.0915843645731606,0.3760760759423903,0.1448402404785156,0.3842913811154297,0.2425643603006997,0.6209750808446163,0.0528637568155923,0.1566810112332729,sp|Q96B96|LDAF1_HUMAN Lipid droplet assembly factor 1 OS=Homo sapiens OX=9606 GN=LDAF1 PE=1 SV=2
P41134,ID1_HUMAN,ID1,-0.2932543754577636,1.1832143930595316,-0.3592797915140788,1.439057783537114,-0.0547568003336589,0.1509112648085267,-0.2617522875467937,0.9339402631121714,0.0216964085896809,0.0364053358328799,sp|P41134|ID1_HUMAN DNA-binding protein inhibitor ID-1 OS=Homo sapiens OX=9606 GN=ID1 PE=1 SV=3
Q5XPI4,RN123_HUMAN,RNF123,0.0514492988586425,0.2513049511093925,-0.0786274274190266,0.2705830317155947,-0.1005074183146157,0.4745818625752354,0.1173748970031738,0.6023204422461308,-0.0413792928059895,0.1675356100489772,sp|Q5XPI4|RN123_HUMAN E3 ubiquitin-protein ligase RNF123 OS=Homo sapiens OX=9606 GN=RNF123 PE=1 SV=1
Q8IVL6,P3H3_HUMAN,P3H3,-0.1525810559590657,1.3250116325800314,-0.2707034746805827,1.8282712375439396,-0.0545851389567057,0.4625786614639343,-0.4010774294535318,3.212924653540816,0.0794795354207356,1.1410143382150115,sp|Q8IVL6|P3H3_HUMAN Prolyl 3-hydroxylase 3 OS=Homo sapiens OX=9606 GN=P3H3 PE=1 SV=1
Q9H410,DSN1_HUMAN,DSN1,-0.0302271842956542,0.4780182193841887,-0.0534834861755371,0.3445305523619733,0.1812737782796223,1.622157412802797,0.1906113624572754,3.0745469979160545,-0.0879456202189128,0.8432525318852787,sp|Q9H410|DSN1_HUMAN Kinetochore-associated protein DSN1 homolog OS=Homo sapiens OX=9606 GN=DSN1 PE=1 SV=2
Q6ZSZ5,ARHGI_HUMAN,ARHGEF18,0.4845643043518066,1.484871525354882,0.3424178759256997,1.1691906105248056,0.2800509134928384,0.5275713209323339,-0.0779693921407065,0.2078299026604134,0.2182563145955403,0.6028551609277651,sp|Q6ZSZ5|ARHGI_HUMAN Rho guanine nucleotide exchange factor 18 OS=Homo sapiens OX=9606 GN=ARHGEF18 PE=1 SV=4
Q8WU79,SMAP2_HUMAN,SMAP2,-0.1041324933369955,0.9162176060617312,-0.0760629971822104,0.774692095355213,-0.0306501388549804,0.5000164209207197,0.0766787528991698,1.3352090459825792,-0.1647631327311198,3.45944259743747,sp|Q8WU79|SMAP2_HUMAN Stromal membrane-associated protein 2 OS=Homo sapiens OX=9606 GN=SMAP2 PE=1 SV=1
